,Absorption,Emission,smiles
4776,517.3056,598.2552,CC(C)=CC1=CC=CC=Cc2c(-c3ccc(C)cc3)cc(-c3ccccc3)nc21
569,517.27826,596.37366,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+]#N)cc2)cc1
3657,517.25006,609.9262,CN(C)c1ccc(C=Cc2ccc(C#N)cc2)cc1
2644,517.2299,596.3926,CCCCC1(CCO)c2cc3ccc2-c2c(cccc21)C(=C1C=C1)C=C3
1373,517.22595,597.8021,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21
403,517.2191,597.22455,Cc1cc(C(=O)O)cc(C2=C3C=CC2c2ccccc23)c1
70,517.2098,592.09814,OC1=CC=c2c1ccc1c2=CC=C1
564,517.1969,598.9892,Cc1nc2c(c[n+]1C)CN1C(=O)N(C3OC(CO)C(O)C3O)C=CC1=N2
2684,517.1969,598.9892,O=[N+]([O-])c1ccc(NCCNCc2c3ccccc3cc3ccccc23)c([N+](=O)[O-])c1
3047,517.1969,598.9892,CCC=C(C(=O)OC)c1nc(-c2ccc(C)cc2)[nH]c1C=Cc1ccccc1
3184,517.188,592.5791,CN(C)c1ccc(C=Cc2ccc(C#N)cc2)cc1
4517,517.15234,611.38055,Cc1ccccc1-c1ccc(-c2ccc(C3C(C=CC=Cc4ccccc4)=CC=c4c3cccc4=Cc3cccc4cc(-c5ccc(N(C)C)cc5)[nH]c34)cc2)[nH]1
2093,517.1518,604.5729,COC(=O)c1nc(-c2ccco2)oc1C
275,517.149,595.49976,Cc1ccc(C=Nc2cc(C(C)C)c(O)cc2C)cc1
3480,517.149,595.49976,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O
4936,517.149,595.49976,CC[NH+]=CC=CNc1ccc(C)cc1
1104,517.149,595.49976,O=c1oc2cc3ccccc3cc2nc1-c1ccccc1
2639,517.149,595.49976,CN(C)c1ccc(C=CC=C2CCC(=CC=Cc3ccc(N(C)C)cc3)C2=O)cc1
4041,517.149,595.49976,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21
260,517.149,595.49976,Cc1ccc(C=Nc2cc(C(C)C)c(O)cc2C)cc1
2431,517.149,595.49976,Cc1c(O)cccc1NC1=CC=CC=CC=C1C=CC(=Cc1ccccc1)c1ccc(C=Cc2ccccc2)cc1
3034,517.149,595.49976,C=Cc1cc2ccc(N(CC)CC)cc2oc1=O
997,517.149,595.49976,C#CCN1C(=O)C(=Cc2cc(OC(C)C)ccc2OC(C)C)N=C1C
4814,517.149,595.49976,CC=CC=Cc1ccc(C=CC2=CC=CC2=CC)nc1
1540,517.149,595.49976,Oc1ccc2ncccc2c1
3712,517.149,595.49976,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
2352,517.149,595.49976,CNc1cccc2c1C(=O)c1ccccc1-2
4319,517.149,595.49976,CCCn1c(=O)c(C=Cc2nc3ccc(C)cc3n(CCC)c2=O)nc2ccc(C)cc21
5054,517.149,595.49976,Cc1ccc(C=Cc2ccccc2-[n+]2noc3ccccc32)cc1
5095,517.149,595.49976,CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2
3267,517.149,595.49976,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
4390,517.149,595.49976,CN(C)c1ccc(C=Cc2ccccn2)cc1
1255,517.149,595.49976,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C
278,517.149,595.49976,Cc1ccc(C=Nc2cc(C(C)C)c(O)cc2C)cc1
4662,517.149,595.49976,Cc1ccc(C=Nc2cc(C(C)C)c(O)cc2C)cc1
4657,517.149,595.49976,CN(C)c1ccc(-c2ccc(C=Cc3ccccn3)cc2)cc1
4707,517.149,595.49976,C1=CC=C2C3=CC=C(C=C4C=CC=C4)C(C3=C1)N2c1ccc(C=Cc2ccccc2)cc1
1368,517.149,595.49976,c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1
3935,517.149,595.49976,CCCN=Cc1cc2ccc(N(C)C)cc2cc1OC
4414,517.0499,593.97406,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(-c5ccc(OC)cc5)cc4)ccc(c23)C1=O
4522,517.0323,597.51697,COc1ccc(-n2nc(C#N)c(Nc3ccccc3)n2)cc1
284,517.0211,602.5048,Nc1ccc2c(c1)-c1ccc3ccccc3c1C2=O
4047,517.0084,595.2756,CCN(CC)c1ccc(C=NC(C#N)=C(C#N)N=Cc2ccc(N(CC)CC)cc2O)c(O)c1
1354,517.0084,595.2756,CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1
340,517.0084,595.2756,CC(C)(C)C1Nc2ccccc2C(=O)N1c1ccccc1
2787,517.0084,595.2756,c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1
3903,517.0084,595.2756,COc1cccc(-n2c(-c3ccccc3)nc(C)c2C)c1
2901,516.99194,599.4679,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1
413,516.99194,599.4679,CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O
438,516.99146,599.70044,O=C(NN=Cc1ccccc1O)c1cc2ccccc2cc1O
967,516.99146,599.70044,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)c(C)cc12
630,516.97156,598.4066,C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)=Cc1ccncc1
2692,516.97156,598.4066,COc1cc(C(=O)O)ccc1O
3699,516.97156,598.4066,N#Cc1ccc2cc[nH]c2c1
326,516.96155,595.06665,CC1=CC(=Cc2ccc(-c3ccc(C)cc3)cc2)C=N1
1964,516.95593,594.36755,C=CC(=NC)n1c2c(c(N)c1-c1ccc(OC)cc1)C(=CC)C=C2
4696,516.9337,595.9552,CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2
3101,516.8385,604.90955,c1ccc(-c2cccc3c2-c2ccccc2C32c3ccccc3-c3ccccc32)cc1
885,516.8385,604.90955,Cc1cc(O)c(C(=O)C=Cc2ccc(N(C)C)cc2)c(=O)o1
3157,516.80334,593.03973,CC=CC(=CC=Cc1ccc(C(=O)c2ccc(-n3c(C=O)cnc3-c3ccc(C(C)(C)C)cc3)cc2)c2ncccc12)C1=CC=C1
4711,516.7996,594.44666,c1ccc(-c2c[nH]c3ccccc23)cc1
573,516.76514,599.8821,C(=Cc1ccncn1)c1ccc(N(c2ccccc2)c2ccccc2)cc1
2865,516.74817,596.34375,Cc1ccc(O)c(C(=O)[O-])c1
590,516.68427,599.3578,C(=Cc1cnccn1)c1ccc(N(c2ccccc2)c2ccccc2)cc1
1829,516.6779,600.4133,COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N
4191,516.6686,594.5875,COc1ccc(-c2c3cccc2C(=O)C=C3)cc1
2962,516.6275,595.4614,CC=c1oc(O)c(C2=C3C=CCC2=C(N(C)N)NC3)c1=CC
3348,516.6025,597.4313,CCN(CC)c1cccc(C=O)c1
1857,516.59564,596.4265,CCN(CC)c1ccc(OC)c(C=O)c1
353,516.5955,594.1896,CCOC(=O)C=CC1=CC(=O)C2=C1N=C1C=CC=CCC12
4245,516.5812,603.2086,CN(C)c1ccc(C=C2CCC(=Cc3ccc(C#N)cc3)C2=O)cc1
2745,516.5812,603.2086,C1=CC(c2ccc3ccccc3c2)=CC=C2OC(c3ccc(-c4ccccc4)cc3)=CC=C12
3945,516.5812,603.2086,CN1C(=O)C2=CC=CC1=CC=C2
4313,516.54004,604.6288,Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1
2579,516.54004,604.6288,CCN(CC)c1ccc2cc(C=CC(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1
982,516.4709,603.76135,CCCCC(CC)COC(=O)C=Cc1ccc(OC)c(OC)c1OC
4896,516.4406,596.0566,CCOc1cc(OC)ccc1C
3814,516.4406,596.0566,C=CNC=CC1=CC=C2NN=C(C)C(NC)=C2C=C1
373,516.4406,596.0566,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
2555,516.4406,596.0566,CN(C)c1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c45)cc1
4025,516.4406,596.0566,CN(N)c1ncc2nc(C#N)n(Cc3ccccc3)c2n1
381,516.4406,596.0566,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
2154,516.4406,596.0566,CCC(=O)C(Oc1ccc(C#N)cc1)=C(C)c1ccccc1
4829,516.4406,596.0566,O=Cc1ccc(O)cc1
4947,516.4406,596.0566,Cc1cccc(C)c1
5087,516.4406,596.0566,COc1cc(C)oc(=O)c1
2870,516.4406,596.0566,CN(C)c1ccc(C=C2N=C(c3ccccc3)OC2=O)cc1
2532,516.4406,596.0566,CCc1cc2c3c(CN)ccc(c3c1)C=C(C)CO2
2519,516.4406,596.0566,C[n+]1ccc(C=Cc2ccc3cc(O)ccc3c2)cc1
1203,516.4406,596.0566,CCNc1ccc2c(c1)C(C)(C)C(=O)C=C2
2727,516.4406,596.0566,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1
3634,516.4406,596.0566,COc1ccc(C(=O)C=C2C(=O)Nc3ccccc32)c(OC)c1
2487,516.4406,596.0566,O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccccc1
4650,516.4406,596.0566,CC=C1C=Cc2nc(-c3ccc(OC)cc3)c([nH]2)N1
2792,516.4406,596.0566,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c4cccc5c(N(c6ccc(C)cc6)c6ccc(C)cc6)ccc(c6cccc2c63)c54)cc1
2225,516.4406,596.0566,CCCCN(CCCC)c1ccc(C=Cc2ccc3nccnc3c2)cc1
994,516.4406,596.0566,CN(C)c1ccc(C=Cc2ccccn2)cc1
4533,516.4406,596.0566,CC1=NNc2c([O-])cccc2-c2cc(C)ccc21
404,516.4406,596.0566,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
399,516.4406,596.0566,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
4878,516.4406,596.0566,COc1ccccc1O
1107,516.4406,596.0566,CC1(C)CC(C=Cc2ccc(-n3cccn3)cc2)=CC(=C(C#N)C#N)C1
2741,516.4406,596.0566,COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1
2115,516.4406,596.0566,COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1
415,516.4406,596.0566,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
3321,516.4406,596.0566,CCOC(=O)c1cccc(N)c1
3004,516.4406,596.0566,O=C1Nc2ccccc2C1=CC(=O)c1ccccc1
395,516.4406,596.0566,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
3262,516.424,597.4834,O=C1C(=CC=Cc2cc3c4c(c2)CCCN4CCC3)CCC1=CC=Cc1cc2c3c(c1)CCCN3CCC2
540,516.401,598.71564,CC=Cc1ccc2c(c1)-c1ccc([N+](=O)[O-])cc1OC2CC(=CC)CC
3625,516.3593,602.8443,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C
4672,516.3563,594.2443,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O
3936,516.3081,592.6494,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1
339,516.3081,592.6494,COc1ccc(N2C3=CC=CC=CC2=CC=CC=C3)cc1
3287,516.3066,600.19714,Nc1ccc2c(c1)C(=O)N(C13CC4CC(CC(C4)C1)C3)C2=O
842,516.3026,609.57166,Cc1ccc(C=O)c(OC(=O)c2ccn(C)c(=O)n2)c1
1449,516.29333,599.3458,CC=c1cccc2c1=C2C(=O)C(=Cc1ccc(C#N)cc1)OO
3278,516.28314,599.36475,CC=C1CCC=C2N=C(C)C(=C1C(C)=O)C2=O
1689,516.2565,594.9928,COc1ccc2cc(C#Cc3ccc([N+](=O)[O-])cc3)ccc2c1
3608,516.2565,594.9928,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3
1687,516.2565,594.9928,CCn1c2ccccc2c2cc(C=Cc3cc(C=Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21
4502,516.2565,594.9928,CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1
4352,516.2565,594.9928,C=CC1=CC=C=C(C)CCCCCCCC(c2cc3ccccc4ccccc(c2)oc-3[n+]4CCCCCCCCCC)=CC=C1C=CC
458,516.2565,594.9928,CN(C)c1ccc(C=CC=CC=Cc2ccc(N(C)C)cc2)cc1
460,516.2565,594.9928,CN(C)c1ccc(C=CC=CC=Cc2ccc(N(C)C)cc2)cc1
1877,516.2565,594.9928,CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1
2214,516.2565,594.9928,COc1ccc(C=Cc2nc3ccccc3[nH]2)cc1
3646,516.2565,594.9928,Nc1ccc2c(c1)C(=O)N(C13CC4CC(CC(C4)C1)C3)C2=O
1201,516.2565,594.9928,CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1O
2990,516.2565,594.9928,CC(N)=Cc1nc2ccc(C)cc2[nH]1
446,516.2565,594.9928,CN(C)c1ccc(C=CC=CC=Cc2ccc(N(C)C)cc2)cc1
1131,516.2565,594.9928,CCN(CC)c1ccc(OC)c(C=O)c1
401,516.24585,597.09155,c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1
1765,516.24585,597.09155,COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O
3749,516.24585,597.09155,COCCOc1cc(C=O)c(OCCOC)cc1C=O
396,516.24585,597.09155,c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1
3493,516.2315,602.27527,CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1
328,516.2315,602.27527,Cc1cc(O)c(C(=O)C=Cc2ccc(O)c(O)c2)c(=O)o1
2321,516.2315,602.27527,CCCCN1C(=CC=CC=CC2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21
318,516.2315,602.27527,Cc1cc(O)c(C(=O)C=Cc2ccc(O)c(O)c2)c(=O)o1
1615,516.23096,607.77466,CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1
4872,516.2304,605.3518,CC=Cc1ccc2c(c1)c1ccccc1n2-c1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(N)cc5)c5ccc2c3c45)cc1
4809,516.1828,591.5878,[CH2-]Oc1ccccc1C=C1OCCCC(CCCCCCCCOC)Oc2ccccc21
4294,516.1531,595.50464,Oc1cccc(N=Cc2ccccc2Oc2ccccc2)c1
2477,516.1528,591.19885,CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(C#N)cc4)ccc(c23)C1=O
1002,516.14984,602.3838,CCn1c2ccccc2c2cc(C=Cc3cc(C=Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21
4923,516.06824,600.8422,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1
3565,516.041,595.801,CCCCC(CC)COC(=O)C=Cc1cccc(OC)c1
1169,516.041,595.801,CN(C)c1ccc(C=CC=C2CCCC2=O)cc1
3429,516.041,595.801,COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(C#N)cc3)nc2c1
3002,516.041,595.801,CN(C)c1ccc(C#Cc2ccccc2)cc1
2451,516.041,595.801,N#CC(C#N)=C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2
3194,516.041,595.801,COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1
1595,516.041,595.801,O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1N2CCO)CCC3
2960,516.041,595.801,COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12
1342,516.041,595.801,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C
1878,516.041,595.801,CN1C(=O)C(=Cc2ccncc2)N=C1C=Cc1ccccc1
4290,516.041,595.801,CN(C)c1ccc(C=C2N=C(c3ccccc3)OC2=O)cc1
3756,516.041,595.801,COc1ccc(C=CC=CC2=NC3C(=O)NC(N)=NC3N2C2CC(O)C(CO)O2)cc1
417,516.041,595.801,Oc1cccc(N=Cc2ccccc2Oc2ccccc2)c1
3895,516.041,595.801,O=C1c2ccccc2-c2cc3ccccc3c(=O)n21
382,516.041,595.801,Oc1cccc(N=Cc2ccccc2Oc2ccccc2)c1
1262,516.041,595.801,CC=Cc1cccc2c(cc1)ccc1c3ccc4cccc(-c5ccc(-c6cc7nc(OC)ccc7o6)cc5)c4c3c3ccc(cc3)c21
2148,516.041,595.801,Cc1ccccc1C(C#N)=Cc1ccc(N(C)C)cc1
3698,516.0189,597.5075,c1ccc2c(c1)[nH]c1cccnc12
4141,516.0189,597.5075,CC1(C)c2ccccc2N(c2ccc(-c3nnc(-c4ccccc4O)o3)cc2)c2ccccc21
3643,516.0189,597.5075,COc1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1
5040,516.0189,597.5075,C=CCOCc1cc[nH]c1C=C1C=C1
2232,516.0189,597.5075,O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23
4526,516.0189,597.5075,C=C1C=CC=CC=C1C
3140,516.0189,597.5075,COc1ccc(C(=Cc2ccc(C=Cc3ccc(C#N)cc3)cc2)c2ccc(OC)cc2)cc1
4802,516.0189,597.5075,COc1ccc2c(C(=O)O)noc2c1
3680,516.0189,597.5075,COC(=O)C1=NC2=C(C)Nc3ccccc3N1C2
4161,516.0189,597.5075,CCN(CC)c1cccc(C=O)c1
638,516.0189,597.5075,CN(C)c1ccc(C=CC=C2CCC(=CC=Cc3ccc(N(C)C)cc3)C2=O)cc1
633,516.0189,597.5075,CN(C)c1ccc(C=CC=C2CCC(=CC=Cc3ccc(N(C)C)cc3)C2=O)cc1
4632,516.0189,597.5075,CCN(CC)c1ccc2cc(C=CC(O)=CC(C)=O)c(=O)oc2c1
2935,516.0189,597.5075,CCCC=C(Nc1ccc([N+](=O)[O-])cc1)c1cccc(C(C)C)c1
2637,516.0189,597.5075,[O-]c1ccccc1C=[NH+]c1ccc(-c2ccccc2)cc1
622,516.0189,597.5075,CN(C)c1ccc(C=CC=C2CCC(=CC=Cc3ccc(N(C)C)cc3)C2=O)cc1
3081,516.0189,597.5075,Oc1cc2c(cc1-c1nc3c4ccccc4c4ccccc4c3[nH]1)c1ccccc1n2-c1ccccc1
4834,516.0144,597.4325,Oc1ccccc1N=Cc1ccccc1Oc1ccccc1
2426,516.0108,592.4659,CN(C)c1ccc(C=C2CCC(=Cc3ccc(N(C)C)cc3)C2=O)cc1
4988,516.0016,595.3663,CN(C)c1ccc(C=CC=Cc2ccc(C#N)cc2)cc1
3767,515.9907,599.51636,CN(C)c1ccc(C(=O)Nc2ccccc2)cc1
562,515.9646,597.4979,CC=Cc1ccc(C=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
513,515.9503,602.3174,C=CC(=NN)N(CC)c1ccc2c(-c3ccccc3C)cccc2c1
4203,515.87494,594.9119,CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2
3809,515.85645,590.89307,COCCOc1cc(C=O)c(OCCOC)cc1C=O
4833,515.8489,593.4662,COc1ccc2c(CC(=O)NN)coc2c1
1047,515.81934,603.03815,COC(=O)c1nc2cnc(N(C)C)nc2n1Cc1ccccc1
4930,515.816,601.85345,COCCOc1ccc(OCCOC)c(C=O)c1
142,515.80286,602.9588,Cc1cc2c(o1)c(C)cc1ccc(=O)oc12
4263,515.80286,602.9588,CC=CC(=CC)C(C=CC)=Cc1ccc(-c2c3ccc(N=C4C=C(C)C=C(C(=O)NC(C)(C)C)C4=O)c2C=CC=C3)cc1
2725,515.80286,602.9588,COc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccc(OC)cc2)cc1
1536,515.80286,602.9588,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43
2634,515.79474,616.05054,COC1=Cc2ccc(OC)c3oc(=O)c(-c4ccccc4)c(c23)C=C1
3649,515.79474,616.05054,COC(=O)c1nc2c(OCc3ccccc3)nc(N)nc2n1Cc1ccccc1
1608,515.79474,616.05054,c1ccc(-n2cccc2)cc1
317,515.79474,616.05054,COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC
1888,515.79474,616.05054,CN1C(=O)C(=Cc2ccncc2)N=C1C=Cc1ccccc1
2874,515.79474,616.05054,COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1
2572,515.79474,616.05054,O=C1Nc2ccccc2C1=CC(=O)c1ccccc1
2856,515.79474,616.05054,C[n+]1ccc(C=Cc2ccc([O-])cc2)cc1
3299,515.78253,598.46094,N#Cc1ccc2[nH]c3cccc(=O)c-2nc(n1)C=C3
3661,515.775,611.64825,COC(O)=Cc1cc2oc(=O)cc(C)c2nc1C#N
1186,515.775,611.64825,Cc1ccc2occ(CC(=O)NN)c2c1
4759,515.76953,599.2044,C=Cc1c2[nH]c3nc(-c4ccccc4)cc(c3C(=CCC)C(=C)C2=C)c2c(c1C)C=2
2021,515.7632,603.4128,COc1ccc(C=CC(=O)c2ccccc2O)cc1OC
193,515.7156,592.2464,CCC(=O)C1=C(C)C2CC=C3C=C3C(=C1C)C2
3535,515.7129,597.765,CN(C)c1ccc(C=Cc2ncccn2)cc1
3456,515.6602,598.9372,C=C1C=CC(=CC)N2C(=O)C(=C)C(CC)=C(C2=O)C1=CC
470,515.65717,601.73126,COc1ccc(C=CC2=NC(=Cc3ccncc3)C(=O)N2C)cc1
2400,515.6497,594.5371,C=CCOC(=O)C(C#N)=C1C=C(C=Cc2ccc(N(C)C)cc2)OC(C=Cc2ccc(N(C)C)cc2)=C1
1702,515.6497,594.5371,CCCCN1C(=O)C2=C(c3ccc(-c4ccccc4)cc3)NC(=O)C2=C1c1ccc(-c2ccccc2)cc1
3798,515.6497,594.5371,Nc1ccc2nc[nH]c2c1
2371,515.6497,594.5371,O=Cc1cc(O)ccc1O
3998,515.6497,594.5371,COCCOc1ccc(OCCOC)c(C=O)c1
1251,515.6497,594.5371,Cc1ccc(C)n1-c1ccc(C#N)cc1
3094,515.6497,594.5371,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccccc4)n3)ccc21
370,515.6497,594.5371,CN(C)CCNCc1c2ccccc2cc2ccccc12
354,515.6355,601.57556,Cc1ccc(O)c(-c2ccc(-c3ccc([O-])cc3)n2C)c1
4559,515.5957,601.68884,CCCCN1C2=CC=C(C=CC=Cc3ccc(C(=O)[O-])c([O-])c3)C=CC1=C2
4732,515.56287,593.5388,CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1
1485,515.53467,599.09735,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
229,515.53467,599.09735,Cc1ccc2ccc3cccc4ccc1c2c34
227,515.53467,599.09735,Cc1ccc2ccc3cccc4ccc1c2c34
2456,515.4833,598.2228,CN(C)c1ccc(C=CC=C2CCC(=Cc3ccc(N(C)C)cc3)C2=O)cc1
2714,515.4833,598.2228,C
2691,515.4833,598.2228,CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1
233,515.4833,598.2228,Oc1ccc2ccc3cccc4ccc1c2c34
827,515.4833,598.2228,Oc1ccc2ccc3cccc4ccc1c2c34
1429,515.4833,598.2228,COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1
4765,515.4833,598.2228,C=CCNc1ccc2c(ccc3oc4cc(=[N+](C)C)ccc-4nc32)c1
1679,515.4833,598.2228,CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1
3737,515.4591,595.09534,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1
4899,515.45355,597.5658,CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1
483,515.4441,596.4203,[O-]c1ccccc1C=Nc1ccccc1N=Cc1ccccc1O
3187,515.4417,601.07245,C=C(C)C(=O)c1ccc(C(=CC)C(CC)CCCCCC)cc1
4520,515.424,600.5646,COc1cccc(-n2c(-c3ccccc3)nc(C)c2C)c1
3435,515.4206,594.26495,O=Cc1cc(O)c(C=O)cc1O
5072,515.41144,598.4947,CCC1=CC(=O)C=C(C)C=C(N)C(N(C)C2=CC(=O)c3ccccc32)=C1
3279,515.3455,598.98914,C=C(C)c1cccc2c1C=CC=CC(=CCC)c1ccc-2cc1C#Cc1ccc(N)cc1
1530,515.3455,598.98914,CCN(CC)c1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1
3134,515.3455,598.98914,CCN1C(O)=CC=Cc2ccc(cc2)C(=C(C#N)C#N)C=Cc2ccc1cc2
2237,515.3455,598.98914,COc1ccc(-c2nc(-c3cccc(C#N)c3)[nH]c2-c2ccc(OC)cc2)cc1
3839,515.3455,598.98914,CC1=CC2=CC=Cc3ccc(nc3O2)C=CC1=C(C)C
2830,515.3455,598.98914,CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1
3057,515.3455,598.98914,Oc1ccccc1C=Nc1ccc(Cn2cncn2)cc1
2044,515.3455,598.98914,Nc1cccc2c1C(=O)c1ccccc1-2
1897,515.3455,598.98914,CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2
570,515.3455,598.98914,CN(C)c1ccc(C=CC=C2CCC(=Cc3ccc(N(C)C)cc3)C2=O)cc1
1085,515.3455,598.98914,CN(C)c1ccc(C=CC=CC=Cc2ccc(C#N)cc2)cc1
3553,515.3455,598.98914,COc1cc(C(=O)O)ccc1O
4876,515.3455,598.98914,CCN=C([O-])c1ccc(C)cc1
2210,515.3455,598.98914,CN(CCO)c1ccc(C=CC2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1
3501,515.3455,598.98914,CN(C)c1ccc(C=Cc2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1
4499,515.3455,598.98914,C=CC(=CC)C(=C)CC
580,515.3455,598.98914,CN(C)c1ccc(C=CC=C2CCC(=Cc3ccc(N(C)C)cc3)C2=O)cc1
574,515.3455,598.98914,CN(C)c1ccc(C=CC=C2CCC(=Cc3ccc(N(C)C)cc3)C2=O)cc1
2454,515.3455,598.98914,CN(C)c1ccc(C=Cc2ccccn2)cc1
4481,515.3455,598.98914,c1ccc(-c2nc(-c3cccc4ccccc34)n3ccccc23)cc1
4534,515.3455,598.98914,CN(C)c1ccc2nc(C=Cc3ccccc3)c(=O)oc2c1
3149,515.3455,598.98914,O=[N+]([O-])c1ccc(N2CCCCC2)c([N+](=O)[O-])c1
2602,515.3455,598.98914,CCCCN1C(=CC=CC=CC2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21
4595,515.3455,598.98914,C=C(C)C1=CC=C2c3cc(NC=Cc4ccncc4)ccc3C=Cc3c2nc(=C)c(=CC)c31
